2107|9|2018-01-13|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2018-01-18|14|213.10
2108|6|2018-01-16|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2018-02-13|14|1294.04
2109|26|2018-01-30|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>14 Tage 3%, 30 Tage 2%, 45 Tage ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2018-02-09|14|4024.01
2110|30|2018-01-30|<p>Wir bedanken uns für die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2018-02-09|14|556.03
2111|23|2018-01-30|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2018-02-08|14|1299.36
2112|3|2018-02-12|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|0|0|1|NULL|14|18409.04
2113|41|2018-02-12|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2018-02-16|14|3292.43
2114|46|2018-02-12|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p><br />Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2018-02-27|14|2659.43
2116|6|2018-02-12|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2018-02-23|14|4403.98
2117|26|2018-02-12|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>14 Tage 3%, 30 Tage 2%, 45 Tage ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|0|0|1|NULL|14|1703.38
2118|2|2018-02-12|<p>Wir bedanken uns für die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>USt-ID KD Europe: LU23016208 Kein Ausweis der Umsatzsteuer - Übergang der Steuerschuld auf den Leistungsempfänger gem. §13b UStG.</p> <p>USt-ID Servite GmbH: DE297246540|NULL|1|1|1|2018-03-05|14|12700.33
2119|34|2018-02-14|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p><br />Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|1|1|1|2018-03-01|14|375.30
2120|42|2018-03-04|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen f&uuml;r in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|0|0|1|NULL|14|1557.03
2121|32|2018-03-04|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen f&uuml;r in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|0|0|1|NULL|14|406.98
2122|23|2018-03-04|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|0|0|1|NULL|14|447.32
2123|41|2018-03-04|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|0|0|1|NULL|14|855.91
2124|10|2018-03-04|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>14 Tage 3%, 30 Tage 2%, 45 Tage ab Rechnungsdatum netto ohne Abzug.</p> <p>Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|0|0|1|NULL|14|308.63
2125|31|2018-03-04|<p>Wir bedanken uns f&uuml;r die gute Zusammenarbeit und stellen Ihnen wie vereinbart folgende Leistungen in Rechnung.</p>|<p>Innerhalb von 14 Tagen ab Rechnungsdatum netto ohne Abzug.</p> <p><br />Bitte geben Sie als Verwendungszweck unbedingt die Rechnungs-Nr. an.</p>|NULL|0|0|1|NULL|14|1586.63
